Round,J_value,ARI,NMI,Entropia_Condicional,Acuracia,ER,F_measure_Weighted,F_measure_Classe_3,F_measure_Classe_4,F_measure_Classe_5,F_measure_Classe_6,F_measure_Classe_7,F_measure_Classe_8,F_measure_Classe_9,Partition_Coefficient_PC,Modified_PC_MPC,Fuzzy_Jaccard,Fuzzy_Folkes_Mallows,Fuzzy_Rand_Frigui,Fuzzy_Rand_Hullermeier
19,1023.7309216191472,0.024784299365191224,0.04073857403289645,1.7784331789300185,0.47529603919967334,0.5247039608003267,0.39229912732656186,0.0,0.0,0.416600790513834,0.5980408434335049,0.0,0.0,0.0,0.9902410665825251,0.9886145776796126,0.16818230691158506,0.29208614657574966,0.6044250071722294,0.6043053777161209
20,1029.8708938196623,0.027935554083915157,0.051788751754224475,1.7490057458196582,0.47999183340138835,0.5200081665986116,0.38712669427151847,0.0,0.0,0.3835125448028674,0.6084480303749407,0.0,0.0,0.0,0.9930390943022485,0.9918789433526232,0.15176043539694775,0.2723722996441599,0.6185714772019714,0.6184637224119653
21,1044.2565037522393,0.023892718214092067,0.04053463611747434,1.772033916496683,0.46141282155982033,0.5385871784401797,0.3578786541120086,0.0,0.0,0.2881679389312977,0.606473594548552,0.0,0.0,0.0,0.9963610885867461,0.9957546033512038,0.1498848125669334,0.2693982207849027,0.6169084098441256,0.6168245527284089
22,1025.069154300995,0.020565569802838066,0.04649181734086788,1.7602351964812237,0.46753777051857903,0.532462229481421,0.36936852353676486,0.0,0.0,0.33115060804490176,0.603585346843336,0.0,0.0,0.0,0.9944934519199717,0.9935756939066337,0.15030978276481122,0.2693852085462352,0.6143069496024697,0.6142029292229045
23,1030.5045464328562,0.009840991291381326,0.034399075134319355,1.7884482327455182,0.46325030624744795,0.536749693752552,0.3327919145276072,0.0,0.0,0.1845272206303725,0.6192714453584018,0.0,0.0,0.0,0.9929906199193542,0.9918223899059133,0.1563284561690087,0.2753208704735518,0.6016766739008055,0.6015632701574505
24,1033.6284770167783,0.023086661772867317,0.0475338504663261,1.7566832119699936,0.476929358922009,0.5230706410779911,0.381608875185219,0.0,0.0,0.3643835616438356,0.6088323118026089,0.0,0.0,0.0,0.9934340810902413,0.9923397612719482,0.14688614912264597,0.2656005170528816,0.618298119964577,0.6181895749722284
25,1005.0286634662747,0.016903653266237106,0.035374086353914515,1.7875341941933072,0.4638628011433238,0.5361371988566762,0.35318315907613373,0.0,0.0,0.26437941473259335,0.6117790290671131,0.0,0.0,0.0,0.993792339079446,0.9927577289260203,0.15876785785017364,0.27930589921082494,0.6053299101845261,0.6052144386089318
26,1013.7397009129664,0.021980492273654766,0.03938497043531174,1.7819471043591089,0.47243772968558595,0.527562270314414,0.38029466686622987,0.0,0.0,0.3649061545176779,0.605557329926541,0.0,0.0,0.0,0.9925108427701865,0.991262649898551,0.16966655629630628,0.2936720724504263,0.6013079051237613,0.6011938072845728
27,1031.013227287952,0.023748507864693135,0.05195137547181778,1.7489493717955031,0.47447937933850554,0.5255206206614944,0.38008361549217207,0.0,0.0,0.36388384754990927,0.6057646873523389,0.0,0.0,0.0,0.9946459423948288,0.9937535994606337,0.14766354198693268,0.2667024363050996,0.6184134323579151,0.6180990373291083
28,1050.4062853629173,0.01367791274366373,0.03366601818504101,1.7905105650413344,0.45120457329522257,0.5487954267047774,0.3416043947548948,0.0,0.0,0.24031777557100298,0.6019269001376357,0.0,0.0,0.0,0.9947503711358845,0.9938754329918652,0.1601655404019028,0.28070248174715645,0.6020308811983797,0.6017545431684459
29,1019.4973448318927,0.016163852605434036,0.04392149352634795,1.7702535144133325,0.47325438954675375,0.5267456104532462,0.381915236965945,0.0,0.0,0.36964285714285716,0.6024096385542169,0.00903954802259887,0.0,0.0,0.99090228242915,0.9893859961673417,0.1597934089745984,0.28053935249336115,0.6042352035041471,0.6040922496197768
30,1032.1145258671675,0.03088381002551495,0.048249468213313856,1.761131199432108,0.4810126582278481,0.5189873417721519,0.39126562064690784,0.0,0.0,0.39982691475551707,0.606856776674143,0.0,0.0,0.0,0.9975431334526266,0.997133655694731,0.17046836568399532,0.29565739904451727,0.6074493738118932,0.6073236390331547
