Round,J_value,ARI,NMI,Entropia_Condicional,Acuracia,ER,F_measure_Weighted,F_measure_Classe_Iris-setosa,F_measure_Classe_Iris-versicolor,F_measure_Classe_Iris-virginica,Partition_Coefficient_PC,Modified_PC_MPC,Fuzzy_Jaccard,Fuzzy_Folkes_Mallows,Fuzzy_Rand_Frigui,Fuzzy_Rand_Hullermeier
10,165.86112228994145,0.7445264308738749,0.7776631579462301,0.36518238924260643,0.9,0.09999999999999998,0.8982809480215644,1.0,0.8672566371681416,0.8275862068965517,0.9693992053803134,0.9540988080704702,0.7484665445571103,0.8562285842287602,0.9040044047378974,0.9045122313168973
